instrumentId,optionName,indexName,expiryInWords,optionType,optionStrikePrice,expiryInDate
821988,SENSEX 01JUL2025 CE 80900,SENSEX,01JUL2025,CE,80900,2025-07-01T00:00:00
840030,SENSEX 05AUG2025 CE 80500,SENSEX,05AUG2025,CE,80500,2025-08-05T00:00:00
827438,SENSEX 15JUL2025 PE 84800,SENSEX,15JUL2025,PE,84800,2025-07-15T00:00:00
1141412,SENSEX 29JUL2025 CE 76500,SENSEX,29JUL2025,CE,76500,2025-07-29T00:00:00
1126493,BANKEX 24JUN2025 CE 68200,BANKEX,24JUN2025,CE,68200,2025-06-24T00:00:00
839899,SENSEX 05AUG2025 CE 78200,SENSEX,05AUG2025,CE,78200,2025-08-05T00:00:00
1141091,BANKEX 29JUL2025 CE 66500,BANKEX,29JUL2025,CE,66500,2025-07-29T00:00:00
826472,BANKEX 26AUG2025 CE 65700,BANKEX,26AUG2025,CE,65700,2025-08-26T00:00:00
827163,SENSEX 26AUG2025 PE 86400,SENSEX,26AUG2025,PE,86400,2025-08-26T00:00:00
822426,SENSEX 01JUL2025 CE 85800,SENSEX,01JUL2025,CE,85800,2025-07-01T00:00:00
870751,SENSEX 27JUN2028 PE 75000,SENSEX,27JUN2028,PE,75000,2028-06-27T00:00:00
886155,SENSEX 24JUN2025 PE 74800,SENSEX,24JUN2025,PE,74800,2025-06-24T00:00:00
826895,SENSEX 15JUL2025 CE 85300,SENSEX,15JUL2025,CE,85300,2025-07-15T00:00:00
886247,SENSEX 24JUN2025 PE 71200,SENSEX,24JUN2025,PE,71200,2025-06-24T00:00:00
1124794,SENSEX 24JUN2025 PE 84200,SENSEX,24JUN2025,PE,84200,2025-06-24T00:00:00
840196,SENSEX 05AUG2025 PE 87700,SENSEX,05AUG2025,PE,87700,2025-08-05T00:00:00
826803,SENSEX 15JUL2025 PE 87500,SENSEX,15JUL2025,PE,87500,2025-07-15T00:00:00
826774,SENSEX 26AUG2025 CE 87300,SENSEX,26AUG2025,CE,87300,2025-08-26T00:00:00
824953,SENSEX 08JUL2025 PE 81200,SENSEX,08JUL2025,PE,81200,2025-07-08T00:00:00
827392,BANKEX 26AUG2025 PE 60900,BANKEX,26AUG2025,PE,60900,2025-08-26T00:00:00
827557,SENSEX 26AUG2025 PE 73900,SENSEX,26AUG2025,PE,73900,2025-08-26T00:00:00
826648,SENSEX 26AUG2025 CE 87800,SENSEX,26AUG2025,CE,87800,2025-08-26T00:00:00
840211,SENSEX 05AUG2025 CE 89000,SENSEX,05AUG2025,CE,89000,2025-08-05T00:00:00
828706,SENSEX 22JUL2025 CE 79000,SENSEX,22JUL2025,CE,79000,2025-07-22T00:00:00
1140349,SENSEX 29JUL2025 PE 77700,SENSEX,29JUL2025,PE,77700,2025-07-29T00:00:00
821933,SENSEX 01JUL2025 PE 85100,SENSEX,01JUL2025,PE,85100,2025-07-01T00:00:00
827344,SENSEX 15JUL2025 PE 86000,SENSEX,15JUL2025,PE,86000,2025-07-15T00:00:00
821803,SENSEX 01JUL2025 PE 79100,SENSEX,01JUL2025,PE,79100,2025-07-01T00:00:00
883860,SENSEX 30JUN2026 PE 76000,SENSEX,30JUN2026,PE,76000,2026-06-30T00:00:00
822316,SENSEX 01JUL2025 PE 87800,SENSEX,01JUL2025,PE,87800,2025-07-01T00:00:00
1107089,SENSEX 24JUN2025 CE 65800,SENSEX,24JUN2025,CE,65800,2025-06-24T00:00:00
1127317,SENSEX 24JUN2025 CE 86100,SENSEX,24JUN2025,CE,86100,2025-06-24T00:00:00
826649,SENSEX 15JUL2025 CE 81700,SENSEX,15JUL2025,CE,81700,2025-07-15T00:00:00
826743,SENSEX 15JUL2025 PE 85900,SENSEX,15JUL2025,PE,85900,2025-07-15T00:00:00
824839,SENSEX 08JUL2025 CE 87700,SENSEX,08JUL2025,CE,87700,2025-07-08T00:00:00
820254,SENSEX 30JUN2026 PE 87000,SENSEX,30JUN2026,PE,87000,2026-06-30T00:00:00
828744,SENSEX 22JUL2025 PE 86200,SENSEX,22JUL2025,PE,86200,2025-07-22T00:00:00
827159,SENSEX 15JUL2025 PE 88600,SENSEX,15JUL2025,PE,88600,2025-07-15T00:00:00
1140882,BANKEX 29JUL2025 PE 67700,BANKEX,29JUL2025,PE,67700,2025-07-29T00:00:00
1140499,BANKEX 29JUL2025 PE 67800,BANKEX,29JUL2025,PE,67800,2025-07-29T00:00:00
1140033,SENSEX 29JUL2025 CE 74600,SENSEX,29JUL2025,CE,74600,2025-07-29T00:00:00
1107489,SENSEX 24JUN2025 CE 65700,SENSEX,24JUN2025,CE,65700,2025-06-24T00:00:00
1133443,SENSEX 24JUN2025 CE 86900,SENSEX,24JUN2025,CE,86900,2025-06-24T00:00:00
827256,BANKEX 26AUG2025 CE 55800,BANKEX,26AUG2025,CE,55800,2025-08-26T00:00:00
1141381,BANKEX 29JUL2025 CE 62500,BANKEX,29JUL2025,CE,62500,2025-07-29T00:00:00
1140148,BANKEX 29JUL2025 PE 60200,BANKEX,29JUL2025,PE,60200,2025-07-29T00:00:00
1140479,BANKEX 29JUL2025 PE 57800,BANKEX,29JUL2025,PE,57800,2025-07-29T00:00:00
828501,SENSEX 22JUL2025 PE 77000,SENSEX,22JUL2025,PE,77000,2025-07-22T00:00:00
1140364,BANKEX 29JUL2025 CE 61300,BANKEX,29JUL2025,CE,61300,2025-07-29T00:00:00
822064,SENSEX 01JUL2025 CE 86400,SENSEX,01JUL2025,CE,86400,2025-07-01T00:00:00
1140776,SENSEX 29JUL2025 CE 75200,SENSEX,29JUL2025,CE,75200,2025-07-29T00:00:00
1100819,BANKEX 24JUN2025 CE 58800,BANKEX,24JUN2025,CE,58800,2025-06-24T00:00:00
1140591,BANKEX 29JUL2025 PE 61100,BANKEX,29JUL2025,PE,61100,2025-07-29T00:00:00
828821,SENSEX 22JUL2025 PE 79900,SENSEX,22JUL2025,PE,79900,2025-07-22T00:00:00
1140996,SENSEX 29JUL2025 CE 81000,SENSEX,29JUL2025,CE,81000,2025-07-29T00:00:00
843215,SENSEX 29DEC2026 CE 82000,SENSEX,29DEC2026,CE,82000,2026-12-29T00:00:00
1140425,SENSEX 29JUL2025 PE 80900,SENSEX,29JUL2025,PE,80900,2025-07-29T00:00:00
853194,SENSEX 28DEC2027 CE 74000,SENSEX,28DEC2027,CE,74000,2027-12-28T00:00:00
826959,BANKEX 26AUG2025 PE 61900,BANKEX,26AUG2025,PE,61900,2025-08-26T00:00:00
827065,SENSEX 15JUL2025 CE 88100,SENSEX,15JUL2025,CE,88100,2025-07-15T00:00:00
828421,SENSEX 22JUL2025 CE 77200,SENSEX,22JUL2025,CE,77200,2025-07-22T00:00:00
824722,SENSEX 08JUL2025 CE 88200,SENSEX,08JUL2025,CE,88200,2025-07-08T00:00:00
1137709,SENSEX 24JUN2025 PE 87500,SENSEX,24JUN2025,PE,87500,2025-06-24T00:00:00
830192,SENSEX 15JUL2025 CE 89300,SENSEX,15JUL2025,CE,89300,2025-07-15T00:00:00
827165,SENSEX 26AUG2025 PE 88700,SENSEX,26AUG2025,PE,88700,2025-08-26T00:00:00
1140379,SENSEX 29JUL2025 PE 76000,SENSEX,29JUL2025,PE,76000,2025-07-29T00:00:00
827276,BANKEX 26AUG2025 PE 59800,BANKEX,26AUG2025,PE,59800,2025-08-26T00:00:00
827369,BANKEX 26AUG2025 CE 59000,BANKEX,26AUG2025,CE,59000,2025-08-26T00:00:00
1101245,BANKEX 24JUN2025 CE 63300,BANKEX,24JUN2025,CE,63300,2025-06-24T00:00:00
880603,SENSEX 29DEC2026 CE 80000,SENSEX,29DEC2026,CE,80000,2026-12-29T00:00:00
821604,SENSEX 29JUL2025 CE 88800,SENSEX,29JUL2025,CE,88800,2025-07-29T00:00:00
826965,SENSEX 26AUG2025 CE 81000,SENSEX,26AUG2025,CE,81000,2025-08-26T00:00:00
827076,SENSEX 26AUG2025 CE 86800,SENSEX,26AUG2025,CE,86800,2025-08-26T00:00:00
1100998,BANKEX 24JUN2025 CE 58000,BANKEX,24JUN2025,CE,58000,2025-06-24T00:00:00
827192,BANKEX 26AUG2025 PE 60300,BANKEX,26AUG2025,PE,60300,2025-08-26T00:00:00
826691,SENSEX 26AUG2025 CE 77100,SENSEX,26AUG2025,CE,77100,2025-08-26T00:00:00
822284,SENSEX 01JUL2025 PE 88200,SENSEX,01JUL2025,PE,88200,2025-07-01T00:00:00
1127261,SENSEX 24JUN2025 CE 85100,SENSEX,24JUN2025,CE,85100,2025-06-24T00:00:00
1134863,SENSEX 24JUN2025 CE 86400,SENSEX,24JUN2025,CE,86400,2025-06-24T00:00:00
827004,SENSEX 26AUG2025 PE 83600,SENSEX,26AUG2025,PE,83600,2025-08-26T00:00:00
827341,SENSEX 15JUL2025 PE 74600,SENSEX,15JUL2025,PE,74600,2025-07-15T00:00:00
831003,BANKEX 29JUL2025 CE 71400,BANKEX,29JUL2025,CE,71400,2025-07-29T00:00:00
886927,SENSEX 24JUN2025 PE 79600,SENSEX,24JUN2025,PE,79600,2025-06-24T00:00:00
826832,SENSEX 15JUL2025 CE 85100,SENSEX,15JUL2025,CE,85100,2025-07-15T00:00:00
827262,SENSEX 15JUL2025 CE 88700,SENSEX,15JUL2025,CE,88700,2025-07-15T00:00:00
822140,SENSEX 01JUL2025 CE 74500,SENSEX,01JUL2025,CE,74500,2025-07-01T00:00:00
839936,SENSEX 05AUG2025 CE 74700,SENSEX,05AUG2025,CE,74700,2025-08-05T00:00:00
866743,SENSEX 29JUN2027 PE 79000,SENSEX,29JUN2027,PE,79000,2027-06-29T00:00:00
1140468,SENSEX 29JUL2025 PE 85600,SENSEX,29JUL2025,PE,85600,2025-07-29T00:00:00
826578,SENSEX 26AUG2025 PE 82300,SENSEX,26AUG2025,PE,82300,2025-08-26T00:00:00
1140012,BANKEX 29JUL2025 PE 68300,BANKEX,29JUL2025,PE,68300,2025-07-29T00:00:00
1141244,SENSEX 29JUL2025 PE 81700,SENSEX,29JUL2025,PE,81700,2025-07-29T00:00:00
843602,SENSEX 30DEC2025 CE 85000,SENSEX,30DEC2025,CE,85000,2025-12-30T00:00:00
841761,SENSEX 25DEC2029 PE 80000,SENSEX,25DEC2029,PE,80000,2029-12-25T00:00:00
888762,SENSEX 24JUN2025 PE 80800,SENSEX,24JUN2025,PE,80800,2025-06-24T00:00:00
824632,SENSEX 08JUL2025 CE 80900,SENSEX,08JUL2025,CE,80900,2025-07-08T00:00:00
824763,SENSEX 08JUL2025 PE 82700,SENSEX,08JUL2025,PE,82700,2025-07-08T00:00:00
822160,SENSEX 01JUL2025 PE 74800,SENSEX,01JUL2025,PE,74800,2025-07-01T00:00:00
827028,SENSEX 15JUL2025 PE 76800,SENSEX,15JUL2025,PE,76800,2025-07-15T00:00:00
1140296,BANKEX 29JUL2025 PE 69700,BANKEX,29JUL2025,PE,69700,2025-07-29T00:00:00
828090,BANKEX 26AUG2025 CE 70700,BANKEX,26AUG2025,CE,70700,2025-08-26T00:00:00
840124,SENSEX 05AUG2025 CE 81900,SENSEX,05AUG2025,CE,81900,2025-08-05T00:00:00
822362,SENSEX 01JUL2025 CE 80000,SENSEX,01JUL2025,CE,80000,2025-07-01T00:00:00
821948,SENSEX 01JUL2025 PE 78400,SENSEX,01JUL2025,PE,78400,2025-07-01T00:00:00
876724,SENSEX 30SEP2025 PE 68000,SENSEX,30SEP2025,PE,68000,2025-09-30T00:00:00
821216,SENSEX 24JUN2025 CE 89900,SENSEX,24JUN2025,CE,89900,2025-06-24T00:00:00
828876,SENSEX 22JUL2025 PE 77100,SENSEX,22JUL2025,PE,77100,2025-07-22T00:00:00
822238,SENSEX 01JUL2025 PE 76600,SENSEX,01JUL2025,PE,76600,2025-07-01T00:00:00
823068,SENSEX 30JUN2026 PE 88000,SENSEX,30JUN2026,PE,88000,2026-06-30T00:00:00
827382,BANKEX 26AUG2025 PE 64600,BANKEX,26AUG2025,PE,64600,2025-08-26T00:00:00
1140274,BANKEX 29JUL2025 PE 59700,BANKEX,29JUL2025,PE,59700,2025-07-29T00:00:00
1141140,SENSEX 29JUL2025 PE 81500,SENSEX,29JUL2025,PE,81500,2025-07-29T00:00:00
1128422,SENSEX 24JUN2025 PE 85500,SENSEX,24JUN2025,PE,85500,2025-06-24T00:00:00
823580,SENSEX 01JUL2025 PE 89600,SENSEX,01JUL2025,PE,89600,2025-07-01T00:00:00
1106392,BANKEX 24JUN2025 CE 64400,BANKEX,24JUN2025,CE,64400,2025-06-24T00:00:00
826745,BANKEX 26AUG2025 CE 61900,BANKEX,26AUG2025,CE,61900,2025-08-26T00:00:00
826985,SENSEX 26AUG2025 PE 75900,SENSEX,26AUG2025,PE,75900,2025-08-26T00:00:00
822016,SENSEX 01JUL2025 PE 83200,SENSEX,01JUL2025,PE,83200,2025-07-01T00:00:00
828824,SENSEX 22JUL2025 PE 85300,SENSEX,22JUL2025,PE,85300,2025-07-22T00:00:00
828611,SENSEX 22JUL2025 CE 80900,SENSEX,22JUL2025,CE,80900,2025-07-22T00:00:00
826889,BANKEX 26AUG2025 PE 61700,BANKEX,26AUG2025,PE,61700,2025-08-26T00:00:00
1100763,BANKEX 24JUN2025 PE 58700,BANKEX,24JUN2025,PE,58700,2025-06-24T00:00:00
826548,SENSEX 15JUL2025 PE 83900,SENSEX,15JUL2025,PE,83900,2025-07-15T00:00:00
824909,SENSEX 08JUL2025 PE 81700,SENSEX,08JUL2025,PE,81700,2025-07-08T00:00:00
1140556,BANKEX 29JUL2025 PE 70100,BANKEX,29JUL2025,PE,70100,2025-07-29T00:00:00
886216,SENSEX 24JUN2025 PE 69300,SENSEX,24JUN2025,PE,69300,2025-06-24T00:00:00
826761,SENSEX 26AUG2025 CE 77300,SENSEX,26AUG2025,CE,77300,2025-08-26T00:00:00
828667,SENSEX 22JUL2025 PE 74400,SENSEX,22JUL2025,PE,74400,2025-07-22T00:00:00
822242,SENSEX 01JUL2025 CE 77300,SENSEX,01JUL2025,CE,77300,2025-07-01T00:00:00
830921,SENSEX 26AUG2025 CE 89800,SENSEX,26AUG2025,CE,89800,2025-08-26T00:00:00
1142186,BANKEX 29JUL2025 PE 55000,BANKEX,29JUL2025,PE,55000,2025-07-29T00:00:00
1101017,BANKEX 24JUN2025 PE 56000,BANKEX,24JUN2025,PE,56000,2025-06-24T00:00:00
886168,SENSEX 24JUN2025 PE 71300,SENSEX,24JUN2025,PE,71300,2025-06-24T00:00:00
824745,SENSEX 08JUL2025 CE 80100,SENSEX,08JUL2025,CE,80100,2025-07-08T00:00:00
1141255,SENSEX 29JUL2025 CE 80100,SENSEX,29JUL2025,CE,80100,2025-07-29T00:00:00
824835,SENSEX 08JUL2025 PE 80100,SENSEX,08JUL2025,PE,80100,2025-07-08T00:00:00
1101074,BANKEX 24JUN2025 CE 63200,BANKEX,24JUN2025,CE,63200,2025-06-24T00:00:00
1140904,SENSEX 29JUL2025 CE 87700,SENSEX,29JUL2025,CE,87700,2025-07-29T00:00:00
827229,BANKEX 26AUG2025 CE 62500,BANKEX,26AUG2025,CE,62500,2025-08-26T00:00:00
829295,SENSEX 22JUL2025 CE 88700,SENSEX,22JUL2025,CE,88700,2025-07-22T00:00:00
826597,BANKEX 26AUG2025 CE 57500,BANKEX,26AUG2025,CE,57500,2025-08-26T00:00:00
840373,SENSEX 05AUG2025 PE 83200,SENSEX,05AUG2025,PE,83200,2025-08-05T00:00:00
860425,SENSEX 30JUN2026 PE 70000,SENSEX,30JUN2026,PE,70000,2026-06-30T00:00:00
840376,SENSEX 05AUG2025 CE 74800,SENSEX,05AUG2025,CE,74800,2025-08-05T00:00:00
1100905,BANKEX 24JUN2025 CE 60900,BANKEX,24JUN2025,CE,60900,2025-06-24T00:00:00
866933,SENSEX 29DEC2026 CE 79000,SENSEX,29DEC2026,CE,79000,2026-12-29T00:00:00
826903,SENSEX 15JUL2025 CE 81600,SENSEX,15JUL2025,CE,81600,2025-07-15T00:00:00
839866,SENSEX 05AUG2025 CE 78900,SENSEX,05AUG2025,CE,78900,2025-08-05T00:00:00
822319,SENSEX 01JUL2025 CE 80700,SENSEX,01JUL2025,CE,80700,2025-07-01T00:00:00
827130,SENSEX 26AUG2025 PE 81700,SENSEX,26AUG2025,PE,81700,2025-08-26T00:00:00
828691,SENSEX 26AUG2025 PE 73600,SENSEX,26AUG2025,PE,73600,2025-08-26T00:00:00
1101109,BANKEX 24JUN2025 CE 63400,BANKEX,24JUN2025,CE,63400,2025-06-24T00:00:00
1140020,BANKEX 29JUL2025 CE 59900,BANKEX,29JUL2025,CE,59900,2025-07-29T00:00:00
826787,BANKEX 26AUG2025 CE 57200,BANKEX,26AUG2025,CE,57200,2025-08-26T00:00:00
1159864,SENSEX 30JUN2026 CE 78000,SENSEX,30JUN2026,CE,78000,2026-06-30T00:00:00
874490,SENSEX 27JUN2028 CE 69000,SENSEX,27JUN2028,CE,69000,2028-06-27T00:00:00
828797,SENSEX 22JUL2025 PE 81400,SENSEX,22JUL2025,PE,81400,2025-07-22T00:00:00
1141371,BANKEX 29JUL2025 CE 66200,BANKEX,29JUL2025,CE,66200,2025-07-29T00:00:00
1140775,BANKEX 29JUL2025 PE 69800,BANKEX,29JUL2025,PE,69800,2025-07-29T00:00:00
1137288,BANKEX 24JUN2025 CE 71000,BANKEX,24JUN2025,CE,71000,2025-06-24T00:00:00
827342,SENSEX 15JUL2025 PE 76900,SENSEX,15JUL2025,PE,76900,2025-07-15T00:00:00
1100940,BANKEX 24JUN2025 CE 60200,BANKEX,24JUN2025,CE,60200,2025-06-24T00:00:00
1135177,SENSEX 24JUN2025 PE 86700,SENSEX,24JUN2025,PE,86700,2025-06-24T00:00:00
826925,BANKEX 26AUG2025 PE 68700,BANKEX,26AUG2025,PE,68700,2025-08-26T00:00:00
822244,SENSEX 01JUL2025 PE 82000,SENSEX,01JUL2025,PE,82000,2025-07-01T00:00:00
1140416,SENSEX 29JUL2025 PE 84600,SENSEX,29JUL2025,PE,84600,2025-07-29T00:00:00
1123689,SENSEX 24JUN2025 CE 83300,SENSEX,24JUN2025,CE,83300,2025-06-24T00:00:00
840371,SENSEX 05AUG2025 CE 76200,SENSEX,05AUG2025,CE,76200,2025-08-05T00:00:00
874272,SENSEX 25DEC2029 PE 69000,SENSEX,25DEC2029,PE,69000,2029-12-25T00:00:00
1140224,BANKEX 29JUL2025 CE 57100,BANKEX,29JUL2025,CE,57100,2025-07-29T00:00:00
854958,SENSEX 30SEP2025 CE 72000,SENSEX,30SEP2025,CE,72000,2025-09-30T00:00:00
886721,SENSEX 24JUN2025 PE 74900,SENSEX,24JUN2025,PE,74900,2025-06-24T00:00:00
886449,SENSEX 24JUN2025 CE 75700,SENSEX,24JUN2025,CE,75700,2025-06-24T00:00:00
821793,SENSEX 01JUL2025 CE 73700,SENSEX,01JUL2025,CE,73700,2025-07-01T00:00:00
822076,SENSEX 01JUL2025 PE 74400,SENSEX,01JUL2025,PE,74400,2025-07-01T00:00:00
1141226,SENSEX 29JUL2025 PE 83100,SENSEX,29JUL2025,PE,83100,2025-07-29T00:00:00
828918,SENSEX 22JUL2025 PE 83600,SENSEX,22JUL2025,PE,83600,2025-07-22T00:00:00
830219,SENSEX 15JUL2025 CE 89500,SENSEX,15JUL2025,CE,89500,2025-07-15T00:00:00
1106973,SENSEX 24JUN2025 CE 65600,SENSEX,24JUN2025,CE,65600,2025-06-24T00:00:00
1101020,SENSEX 31MAR2026 CE 74000,SENSEX,31MAR2026,CE,74000,2026-03-31T00:00:00
1140885,SENSEX 29JUL2025 CE 73100,SENSEX,29JUL2025,CE,73100,2025-07-29T00:00:00
821294,SENSEX 30DEC2025 CE 87000,SENSEX,30DEC2025,CE,87000,2025-12-30T00:00:00
823427,SENSEX 24JUN2025 PE 90000,SENSEX,24JUN2025,PE,90000,2025-06-24T00:00:00
828722,SENSEX 08JUL2025 CE 73300,SENSEX,08JUL2025,CE,73300,2025-07-08T00:00:00
840034,SENSEX 05AUG2025 PE 74500,SENSEX,05AUG2025,PE,74500,2025-08-05T00:00:00
826500,SENSEX 26AUG2025 PE 84400,SENSEX,26AUG2025,PE,84400,2025-08-26T00:00:00
1101262,SENSEX 31MAR2026 CE 83000,SENSEX,31MAR2026,CE,83000,2026-03-31T00:00:00
826848,SENSEX 15JUL2025 PE 75400,SENSEX,15JUL2025,PE,75400,2025-07-15T00:00:00
826670,BANKEX 26AUG2025 PE 70100,BANKEX,26AUG2025,PE,70100,2025-08-26T00:00:00
888563,SENSEX 24JUN2025 PE 80700,SENSEX,24JUN2025,PE,80700,2025-06-24T00:00:00
826800,SENSEX 26AUG2025 PE 89000,SENSEX,26AUG2025,PE,89000,2025-08-26T00:00:00
826646,SENSEX 26AUG2025 CE 83200,SENSEX,26AUG2025,CE,83200,2025-08-26T00:00:00
1101460,BANKEX 24JUN2025 CE 55100,BANKEX,24JUN2025,CE,55100,2025-06-24T00:00:00
1100769,BANKEX 24JUN2025 PE 57000,BANKEX,24JUN2025,PE,57000,2025-06-24T00:00:00
843565,SENSEX 30SEP2025 PE 85000,SENSEX,30SEP2025,PE,85000,2025-09-30T00:00:00
821889,SENSEX 01JUL2025 PE 79500,SENSEX,01JUL2025,PE,79500,2025-07-01T00:00:00
822080,SENSEX 01JUL2025 PE 84400,SENSEX,01JUL2025,PE,84400,2025-07-01T00:00:00
1140219,BANKEX 29JUL2025 CE 70100,BANKEX,29JUL2025,CE,70100,2025-07-29T00:00:00
1107175,SENSEX 24JUN2025 CE 67400,SENSEX,24JUN2025,CE,67400,2025-06-24T00:00:00
828908,SENSEX 22JUL2025 PE 77300,SENSEX,22JUL2025,PE,77300,2025-07-22T00:00:00
1140726,SENSEX 29JUL2025 PE 75300,SENSEX,29JUL2025,PE,75300,2025-07-29T00:00:00
822335,SENSEX 01JUL2025 CE 75400,SENSEX,01JUL2025,CE,75400,2025-07-01T00:00:00
825897,SENSEX 08JUL2025 PE 73500,SENSEX,08JUL2025,PE,73500,2025-07-08T00:00:00
1140704,BANKEX 29JUL2025 CE 66600,BANKEX,29JUL2025,CE,66600,2025-07-29T00:00:00
886571,SENSEX 24JUN2025 CE 70700,SENSEX,24JUN2025,CE,70700,2025-06-24T00:00:00
1127668,SENSEX 24JUN2025 CE 86000,SENSEX,24JUN2025,CE,86000,2025-06-24T00:00:00
828469,SENSEX 22JUL2025 PE 79100,SENSEX,22JUL2025,PE,79100,2025-07-22T00:00:00
822028,SENSEX 01JUL2025 CE 80200,SENSEX,01JUL2025,CE,80200,2025-07-01T00:00:00
1133378,BANKEX 24JUN2025 CE 69900,BANKEX,24JUN2025,CE,69900,2025-06-24T00:00:00
1140736,BANKEX 29JUL2025 CE 69500,BANKEX,29JUL2025,CE,69500,2025-07-29T00:00:00
826929,SENSEX 26AUG2025 CE 78700,SENSEX,26AUG2025,CE,78700,2025-08-26T00:00:00
1140117,BANKEX 29JUL2025 PE 61900,BANKEX,29JUL2025,PE,61900,2025-07-29T00:00:00
828911,SENSEX 22JUL2025 PE 73600,SENSEX,22JUL2025,PE,73600,2025-07-22T00:00:00
1141079,BANKEX 29JUL2025 PE 61200,BANKEX,29JUL2025,PE,61200,2025-07-29T00:00:00
840013,SENSEX 05AUG2025 PE 80600,SENSEX,05AUG2025,PE,80600,2025-08-05T00:00:00
886226,SENSEX 24JUN2025 CE 75600,SENSEX,24JUN2025,CE,75600,2025-06-24T00:00:00
822081,SENSEX 01JUL2025 PE 86700,SENSEX,01JUL2025,PE,86700,2025-07-01T00:00:00
846291,SENSEX 27JUN2028 PE 83000,SENSEX,27JUN2028,PE,83000,2028-06-27T00:00:00
826445,SENSEX 15JUL2025 CE 83400,SENSEX,15JUL2025,CE,83400,2025-07-15T00:00:00
888769,SENSEX 24JUN2025 CE 81300,SENSEX,24JUN2025,CE,81300,2025-06-24T00:00:00
830484,SENSEX 22JUL2025 CE 89600,SENSEX,22JUL2025,CE,89600,2025-07-22T00:00:00
828875,SENSEX 01JUL2025 CE 73300,SENSEX,01JUL2025,CE,73300,2025-07-01T00:00:00
1140638,BANKEX 29JUL2025 CE 67000,BANKEX,29JUL2025,CE,67000,2025-07-29T00:00:00
828430,SENSEX 15JUL2025 CE 73400,SENSEX,15JUL2025,CE,73400,2025-07-15T00:00:00
826882,BANKEX 26AUG2025 PE 67700,BANKEX,26AUG2025,PE,67700,2025-08-26T00:00:00
828914,SENSEX 22JUL2025 PE 87300,SENSEX,22JUL2025,PE,87300,2025-07-22T00:00:00
846314,SENSEX 30DEC2025 CE 83000,SENSEX,30DEC2025,CE,83000,2025-12-30T00:00:00
887379,SENSEX 24JUN2025 CE 79600,SENSEX,24JUN2025,CE,79600,2025-06-24T00:00:00
1107697,BANKEX 24JUN2025 PE 53800,BANKEX,24JUN2025,PE,53800,2025-06-24T00:00:00
1142319,SENSEX 29JUL2025 CE 88200,SENSEX,29JUL2025,CE,88200,2025-07-29T00:00:00
821857,SENSEX 01JUL2025 PE 83300,SENSEX,01JUL2025,PE,83300,2025-07-01T00:00:00
828626,SENSEX 22JUL2025 PE 82600,SENSEX,22JUL2025,PE,82600,2025-07-22T00:00:00
1106452,BANKEX 24JUN2025 PE 64700,BANKEX,24JUN2025,PE,64700,2025-06-24T00:00:00
822180,SENSEX 01JUL2025 CE 74700,SENSEX,01JUL2025,CE,74700,2025-07-01T00:00:00
1101065,BANKEX 24JUN2025 CE 59200,BANKEX,24JUN2025,CE,59200,2025-06-24T00:00:00
866038,SENSEX 30JUN2026 PE 75000,SENSEX,30JUN2026,PE,75000,2026-06-30T00:00:00
820772,SENSEX 24JUN2025 PE 88400,SENSEX,24JUN2025,PE,88400,2025-06-24T00:00:00
840089,SENSEX 05AUG2025 PE 79400,SENSEX,05AUG2025,PE,79400,2025-08-05T00:00:00
1106613,BANKEX 24JUN2025 CE 50200,BANKEX,24JUN2025,CE,50200,2025-06-24T00:00:00
824982,SENSEX 08JUL2025 PE 78400,SENSEX,08JUL2025,PE,78400,2025-07-08T00:00:00
827224,SENSEX 15JUL2025 PE 84200,SENSEX,15JUL2025,PE,84200,2025-07-15T00:00:00
1126727,BANKEX 24JUN2025 PE 67800,BANKEX,24JUN2025,PE,67800,2025-06-24T00:00:00
827323,SENSEX 26AUG2025 CE 82100,SENSEX,26AUG2025,CE,82100,2025-08-26T00:00:00
822091,SENSEX 01JUL2025 CE 78000,SENSEX,01JUL2025,CE,78000,2025-07-01T00:00:00
886584,SENSEX 24JUN2025 PE 74700,SENSEX,24JUN2025,PE,74700,2025-06-24T00:00:00
820500,SENSEX 29JUL2025 CE 89900,SENSEX,29JUL2025,CE,89900,2025-07-29T00:00:00
827278,SENSEX 15JUL2025 PE 76700,SENSEX,15JUL2025,PE,76700,2025-07-15T00:00:00
1140774,BANKEX 29JUL2025 PE 67500,BANKEX,29JUL2025,PE,67500,2025-07-29T00:00:00
839934,SENSEX 05AUG2025 CE 78400,SENSEX,05AUG2025,CE,78400,2025-08-05T00:00:00
827286,BANKEX 26AUG2025 CE 68700,BANKEX,26AUG2025,CE,68700,2025-08-26T00:00:00
1135264,SENSEX 24JUN2025 CE 86600,SENSEX,24JUN2025,CE,86600,2025-06-24T00:00:00
843611,SENSEX 27JUN2028 CE 85000,SENSEX,27JUN2028,CE,85000,2028-06-27T00:00:00
822356,SENSEX 01JUL2025 PE 75700,SENSEX,01JUL2025,PE,75700,2025-07-01T00:00:00
1140485,SENSEX 29JUL2025 CE 79200,SENSEX,29JUL2025,CE,79200,2025-07-29T00:00:00
824681,SENSEX 08JUL2025 PE 88100,SENSEX,08JUL2025,PE,88100,2025-07-08T00:00:00
828838,SENSEX 22JUL2025 CE 73800,SENSEX,22JUL2025,CE,73800,2025-07-22T00:00:00
828755,SENSEX 22JUL2025 CE 81800,SENSEX,22JUL2025,CE,81800,2025-07-22T00:00:00
